Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Year,Month,Month_Name,Quarter,Week,Total_Interactions,Virality_Score,Save_Rate,View_to_Engagement,Performance_Tier,Content_Score,Time_Bucket
POST_01584,2024-06-19 13:31:00,Facebook,Live,Fashion,6763,69,180,8445,262,312388,2.24,13,Wednesday,25,253,Positive,Macro,False,False,2024,6,June,2,25,7274,2.382,3.1024,86.1338,Average,2.5413,Afternoon
POST_04119,2024-06-20 01:26:00,Instagram,Carousel,Health,1178,470,253,34287,938,360088,0.53,1,Thursday,19,839,Neutral,Macro,True,False,2024,6,June,2,25,2839,0.799,2.7357,8.2801,Low,1.2724,Late Night
POST_04960,2024-06-20 01:32:00,LinkedIn,Post,Fashion,377,79,434,20982,262,475457,0.19,1,Thursday,14,177,Positive,Macro,True,False,2024,6,June,2,25,1152,0.3864,1.2487,5.4904,Low,0.5665,Late Night
POST_01297,2024-06-20 02:36:00,Instagram,Reel,Health,9225,227,21,31978,849,455201,2.08,2,Thursday,9,463,Positive,Macro,True,False,2024,6,June,2,25,10322,2.1401,2.655,32.2784,Average,2.2705,Late Night
POST_01194,2024-06-20 13:17:00,Facebook,Story,Technology,3803,186,71,2864,390,220755,1.84,13,Thursday,2,1181,Positive,Macro,True,True,2024,6,June,2,25,4450,1.9877,13.6173,155.3771,Average,5.4175,Afternoon
POST_02857,2024-06-20 14:25:00,Instagram,Carousel,Fashion,2481,81,235,2237,494,4296,65.11,14,Thursday,20,1600,Positive,Nano,True,False,2024,6,June,2,25,3291,77.9148,22.0831,147.1167,Viral,56.0434,Afternoon
POST_04182,2024-06-20 15:28:00,LinkedIn,Post,Food,688,14,493,23732,159,101847,1.17,15,Thursday,29,486,Neutral,Macro,True,False,2024,6,June,2,25,1354,2.1552,0.67,5.7054,Average,1.3156,Afternoon
POST_03186,2024-06-20 17:20:00,Facebook,Post,Education,782,136,161,27848,442,453167,0.24,17,Thursday,28,956,Positive,Macro,True,False,2024,6,June,2,25,1521,0.3392,1.5872,5.4618,Low,0.6739,Afternoon
POST_02265,2024-06-20 20:51:00,Facebook,Video,Business,3400,12,98,67773,378,205827,1.71,20,Thursday,3,529,Positive,Macro,True,False,2024,6,June,2,25,3888,1.8064,0.5577,5.7368,Average,1.3932,Evening
POST_03437,2024-06-21 01:25:00,Instagram,Reel,Entertainment,7128,158,12,17456,653,488571,1.49,1,Friday,1,481,Negative,Macro,True,True,2024,6,June,2,25,7951,1.531,3.7408,45.5488,Average,2.1775,Late Night
POST_00642,2024-06-21 02:32:00,Twitter,Poll,Lifestyle,4619,226,1578,48800,447,116916,5.49,2,Friday,23,135,Positive,Macro,True,False,2024,6,June,2,25,6870,8.3863,0.916,14.0779,Good,4.9867,Late Night
POST_04100,2024-06-21 02:42:00,Instagram,Carousel,Fashion,7153,450,126,40290,337,366133,2.11,2,Friday,17,770,Positive,Macro,False,False,2024,6,June,2,25,8066,2.3027,0.8364,20.0199,Average,1.7857,Late Night
POST_03798,2024-06-21 07:34:00,Instagram,Story,Gaming,9799,160,215,19669,806,169991,5.99,7,Friday,16,1985,Neutral,Macro,True,False,2024,6,June,2,25,10980,6.3321,4.0978,55.8239,Good,5.525,Morning
POST_04232,2024-06-21 15:00:00,Facebook,Live,Fashion,6447,157,655,35960,742,208476,3.48,15,Friday,13,313,Neutral,Macro,False,False,2024,6,June,2,25,8001,4.1856,2.0634,22.2497,Good,3.2667,Afternoon
POST_03313,2024-06-22 00:34:00,LinkedIn,Poll,Food,170,103,335,5007,278,109393,0.56,0,Saturday,25,1847,Neutral,Macro,True,True,2024,6,June,2,25,886,1.2624,5.5522,17.6952,Low,2.2684,Late Night
POST_02834,2024-06-22 18:03:00,Twitter,Thread,Gaming,4909,210,1161,90468,437,60305,10.41,18,Saturday,24,502,Neutral,Mid-tier,False,True,2024,6,June,2,25,6717,14.6121,0.483,7.4247,Viral,8.6925,Evening
POST_02169,2024-06-22 21:02:00,LinkedIn,Post,Gaming,183,74,232,3306,165,470879,0.1,21,Saturday,22,1730,Positive,Macro,True,False,2024,6,June,2,25,654,0.2181,4.9909,19.7822,Low,1.6027,Night
POST_00216,2024-06-22 21:05:00,Instagram,Photo,Sports,3585,250,82,42121,918,93906,4.17,21,Saturday,24,133,Positive,Mid-tier,True,True,2024,6,June,2,25,4835,4.612,2.1794,11.4788,Good,3.7054,Night
POST_02289,2024-06-23 00:02:00,Facebook,Post,Travel,6107,373,309,49284,155,335558,2.02,0,Sunday,20,1925,Neutral,Macro,False,False,2024,6,June,2,25,6944,2.3185,0.3145,14.0898,Average,1.5979,Late Night
POST_01817,2024-06-23 10:22:00,Twitter,Thread,Education,4291,263,768,30602,204,212021,2.51,10,Sunday,9,457,Positive,Macro,True,False,2024,6,June,2,25,5526,3.3586,0.6666,18.0576,Average,2.2116,Morning
POST_02954,2024-06-23 18:04:00,Facebook,Video,Gaming,6386,281,760,51355,124,203357,3.65,18,Sunday,26,594,Positive,Macro,True,False,2024,6,June,2,25,7551,4.5378,0.2415,14.7035,Good,2.8938,Evening
POST_04887,2024-06-23 18:27:00,Twitter,Retweet,Entertainment,180,5,1430,2733,324,354262,0.46,18,Sunday,21,1886,Neutral,Macro,True,True,2024,6,June,2,25,1939,1.2646,11.8551,70.9477,Low,4.1199,Evening
POST_03023,2024-06-23 18:35:00,LinkedIn,Post,Food,283,12,311,6862,5,31393,1.93,18,Sunday,15,1878,Neutral,Micro,True,False,2024,6,June,2,25,611,3.9498,0.0729,8.9041,Average,1.9788,Evening
POST_02722,2024-06-24 02:19:00,TikTok,Stitch,Food,253,591,807,75422,2231,405948,0.41,2,Monday,1,440,Negative,Macro,True,True,2024,6,June,2,26,3882,0.9499,2.958,5.147,Low,1.3364,Late Night
POST_01142,2024-06-24 02:31:00,Twitter,Poll,Lifestyle,2106,207,1927,70535,47,340226,1.25,2,Monday,17,1923,Positive,Macro,True,False,2024,6,June,2,26,4287,2.4398,0.0666,6.0778,Average,1.2519,Late Night
POST_04599,2024-06-24 07:02:00,Twitter,Thread,Education,1865,7,471,36712,203,272967,0.86,7,Monday,19,1959,Positive,Macro,True,False,2024,6,June,2,26,2546,1.206,0.553,6.9351,Low,0.8717,Morning
POST_00849,2024-06-24 21:39:00,Facebook,Story,Gaming,6884,160,849,50938,426,300791,2.62,21,Monday,2,1391,Neutral,Macro,True,False,2024,6,June,2,26,8319,3.2418,0.8363,16.3316,Average,2.2714,Night
POST_01512,2024-06-25 11:13:00,LinkedIn,Poll,Lifestyle,400,136,329,18122,239,122611,0.71,11,Tuesday,24,695,Negative,Macro,True,False,2024,6,June,2,26,1104,1.353,1.3188,6.092,Low,1.0855,Morning
POST_01537,2024-06-26 05:15:00,Instagram,Story,Food,4633,110,194,25552,131,467655,1.06,5,Wednesday,20,514,Positive,Macro,True,False,2024,6,June,2,26,5068,1.1622,0.5127,19.8341,Average,0.9265,Late Night
POST_02963,2024-06-26 10:04:00,Twitter,Poll,Travel,1038,231,669,28546,292,443722,0.44,10,Wednesday,14,314,Positive,Macro,True,False,2024,6,June,2,26,2230,0.7904,1.0229,7.812,Low,0.72,Morning
POST_04893,2024-06-26 12:57:00,Facebook,Live,Travel,4436,220,918,27311,350,461642,1.21,12,Wednesday,1,409,Neutral,Macro,True,True,2024,6,June,2,26,5924,1.6528,1.2815,21.6909,Average,1.3643,Morning
POST_00931,2024-06-26 14:58:00,Instagram,Photo,Fitness,4141,448,216,29250,484,144106,3.33,14,Wednesday,2,474,Positive,Macro,True,True,2024,6,June,2,26,5289,3.945,1.6547,18.0821,Good,3.0119,Afternoon
POST_04723,2024-06-26 16:10:00,Instagram,Photo,Education,5297,90,29,47725,260,250300,2.16,16,Wednesday,19,214,Neutral,Macro,False,False,2024,6,June,2,26,5676,2.2229,0.5448,11.8931,Average,1.6943,Afternoon
POST_01287,2024-06-26 17:10:00,Instagram,Reel,Fashion,4195,89,184,11434,13,56721,7.88,17,Wednesday,10,394,Positive,Mid-tier,True,False,2024,6,June,2,26,4481,8.6827,0.1137,39.1901,Viral,5.7909,Afternoon
POST_01494,2024-06-27 00:25:00,Instagram,Reel,Fitness,6877,129,66,1292,793,217506,3.25,0,Thursday,5,372,Neutral,Macro,True,False,2024,6,June,2,26,7865,3.3714,61.3777,608.7461,Good,20.7247,Late Night
POST_00546,2024-06-27 03:42:00,Twitter,Tweet,Fitness,4386,96,146,49821,210,443944,1.04,3,Thursday,5,408,Positive,Macro,True,False,2024,6,June,2,26,4838,1.1299,0.4215,9.7108,Average,0.8814,Late Night
POST_03944,2024-06-27 07:56:00,Twitter,Poll,Fitness,1414,52,219,21856,416,340932,0.49,7,Thursday,0,1428,Positive,Macro,True,False,2024,6,June,2,26,2101,0.638,1.9034,9.6129,Low,0.9584,Morning
POST_00822,2024-06-27 11:32:00,Instagram,Story,Fitness,7588,275,166,24134,816,92879,8.64,11,Thursday,2,607,Neutral,Mid-tier,True,True,2024,6,June,2,26,8845,9.298,3.3811,36.6495,Viral,7.2597,Morning
POST_02073,2024-06-27 12:41:00,Instagram,Reel,Sports,5657,22,57,19850,44,65758,8.72,12,Thursday,6,503,Neutral,Mid-tier,False,True,2024,6,June,2,26,5780,8.9296,0.2217,29.1184,Viral,6.2334,Morning
POST_00208,2024-06-27 19:36:00,LinkedIn,Document,Education,1102,102,377,29889,149,104804,1.51,19,Thursday,1,708,Neutral,Macro,True,False,2024,6,June,2,26,1730,2.3253,0.4985,5.7881,Average,1.4511,Evening
POST_02979,2024-06-27 19:44:00,LinkedIn,Article,Health,112,132,441,15568,114,61132,1.12,19,Thursday,13,1887,Negative,Mid-tier,True,True,2024,6,June,2,26,799,2.7792,0.7323,5.1323,Average,1.5014,Evening
POST_02670,2024-06-28 06:21:00,Twitter,Tweet,Food,3351,5,1916,45954,474,148516,3.55,6,Friday,21,375,Positive,Macro,True,False,2024,6,June,2,26,5746,6.1333,1.0315,12.5038,Good,3.5694,Late Night
POST_04189,2024-06-28 08:24:00,LinkedIn,Post,Gaming,1028,66,406,13670,67,402183,0.37,8,Friday,10,1294,Negative,Macro,True,False,2024,6,June,2,26,1567,0.5913,0.4901,11.4631,Low,0.4724,Morning
POST_02845,2024-06-28 08:50:00,Facebook,Story,Entertainment,491,268,206,33440,229,354582,0.27,8,Friday,26,675,Neutral,Macro,True,False,2024,6,June,2,26,1194,0.4639,0.6848,3.5706,Low,0.4526,Morning
POST_02163,2024-06-28 20:31:00,Twitter,Retweet,Gaming,4830,92,385,22323,154,190737,2.78,20,Friday,29,1163,Negative,Macro,True,False,2024,6,June,2,26,5461,3.2343,0.6899,24.4636,Average,2.2893,Evening
POST_03061,2024-06-28 20:35:00,Twitter,Thread,Fitness,85,11,206,20332,218,490512,0.06,20,Friday,9,172,Neutral,Macro,True,False,2024,6,June,2,26,520,0.1478,1.0722,2.5575,Low,0.39,Evening
POST_03104,2024-06-28 22:44:00,Twitter,Tweet,Travel,985,278,1184,89598,204,489332,0.5,22,Friday,24,516,Positive,Macro,False,False,2024,6,June,2,26,2651,1.0408,0.2277,2.9588,Low,0.5806,Night
POST_00968,2024-06-29 01:53:00,Twitter,Thread,Education,175,103,1041,40419,469,439863,0.3,1,Saturday,1,629,Negative,Macro,True,False,2024,6,June,2,26,1788,0.7966,1.1603,4.4237,Low,0.7071,Late Night
POST_04821,2024-06-29 02:09:00,Twitter,Poll,Fitness,2019,126,145,4386,325,145744,1.57,2,Saturday,26,1181,Positive,Macro,False,False,2024,6,June,2,26,2615,1.8567,7.4099,59.6215,Average,3.408,Late Night
POST_04626,2024-06-29 06:36:00,LinkedIn,Document,Lifestyle,818,66,436,21553,162,475801,0.28,6,Saturday,18,1928,Neutral,Macro,True,False,2024,6,June,2,26,1482,0.4746,0.7516,6.8761,Low,0.4799,Late Night
POST_03948,2024-06-29 08:58:00,Facebook,Video,Health,5900,5,98,26458,747,352542,1.7,8,Saturday,27,571,Positive,Macro,True,True,2024,6,June,2,26,6750,1.7598,2.8233,25.5121,Average,2.0549,Morning
POST_04177,2024-06-29 19:15:00,Facebook,Video,Education,2803,286,490,9424,192,109765,3.26,19,Saturday,27,446,Negative,Macro,True,True,2024,6,June,2,26,3771,4.4139,2.0374,40.0149,Good,3.2394,Evening
POST_03369,2024-06-29 20:54:00,Instagram,Carousel,Lifestyle,4407,334,245,30646,912,194918,2.56,20,Saturday,4,672,Neutral,Macro,True,False,2024,6,June,2,26,5898,2.9807,2.9759,19.2456,Average,2.811,Evening
POST_00230,2024-06-29 22:33:00,Facebook,Post,Business,5404,355,381,63916,365,12113,50.69,22,Saturday,0,276,Positive,Micro,True,False,2024,6,June,2,26,6505,59.9059,0.5711,10.1774,Viral,38.4191,Night
POST_04042,2024-06-30 01:52:00,Twitter,Poll,Business,360,183,1705,81855,268,146412,1.54,1,Sunday,13,1262,Neutral,Macro,False,False,2024,6,June,2,26,2516,3.9894,0.3274,3.0737,Average,1.911,Late Night
POST_04098,2024-06-30 09:07:00,Instagram,Carousel,Fashion,5361,129,297,21408,401,113245,5.11,9,Sunday,21,1355,Neutral,Macro,True,False,2024,6,June,2,26,6188,5.7485,1.8731,28.9051,Good,4.3305,Morning
POST_01551,2024-06-30 10:03:00,YouTube,Community Post,Education,2803,202,1382,146306,1464,263047,1.67,10,Sunday,25,1465,Positive,Macro,True,False,2024,6,June,2,26,5851,2.7953,1.0006,3.9992,Average,1.8068,Morning
POST_04630,2024-06-30 12:43:00,Facebook,Video,Sports,3206,371,505,74987,254,401795,1.02,12,Sunday,4,217,Neutral,Macro,True,False,2024,6,June,2,26,4336,1.3596,0.3387,5.7823,Average,0.9175,Morning
POST_02566,2024-06-30 14:55:00,Twitter,Tweet,Travel,1703,193,1365,33481,246,418708,0.78,14,Sunday,2,743,Positive,Macro,True,True,2024,6,June,2,26,3507,1.4769,0.7347,10.4746,Low,0.9755,Afternoon
POST_02113,2024-06-30 15:57:00,Instagram,Photo,Fitness,7533,344,79,2249,537,6980,113.98,15,Sunday,29,1586,Positive,Nano,True,False,2024,6,June,2,26,8493,121.1574,23.8773,377.6345,Viral,89.1024,Afternoon
POST_03289,2024-06-30 17:42:00,YouTube,Video,Food,7538,43,1030,43448,1981,414582,2.08,17,Sunday,16,447,Neutral,Macro,True,False,2024,6,June,2,26,10592,2.5843,4.5595,24.3786,Average,2.9751,Afternoon
POST_00650,2024-06-30 20:31:00,Facebook,Live,Fashion,6906,189,47,66083,524,182437,3.91,20,Sunday,5,162,Positive,Macro,False,False,2024,6,June,2,26,7666,4.0699,0.7929,11.6006,Good,3.0228,Evening
POST_01940,2024-06-30 21:04:00,Instagram,Reel,Fashion,4152,350,14,27715,295,400246,1.13,21,Sunday,0,488,Negative,Macro,True,True,2024,6,June,2,26,4811,1.2227,1.0644,17.3588,Average,1.1381,Night
POST_01567,2024-06-30 23:00:00,LinkedIn,Article,Travel,740,117,267,26752,240,385448,0.29,23,Sunday,28,833,Neutral,Macro,True,True,2024,6,June,2,26,1364,0.4605,0.8971,5.0987,Low,0.5233,Night
POST_03947,2024-07-01 06:01:00,LinkedIn,Document,Education,840,82,143,11761,45,18379,5.79,6,Monday,22,1028,Positive,Micro,True,False,2024,7,July,3,27,1110,7.7965,0.3826,9.438,Good,4.7697,Late Night
POST_04103,2024-07-01 06:45:00,Facebook,Video,Technology,3718,7,652,2827,11,42845,10.22,6,Monday,12,111,Positive,Micro,True,True,2024,7,July,3,27,4388,13.2755,0.3891,155.2175,Viral,8.1874,Late Night
POST_04666,2024-07-01 13:33:00,LinkedIn,Poll,Lifestyle,1002,47,350,28889,36,377316,0.37,13,Monday,26,477,Positive,Macro,True,False,2024,7,July,3,27,1435,0.5688,0.1246,4.9673,Low,0.356,Afternoon
POST_02202,2024-07-01 15:20:00,Instagram,Carousel,Education,6461,399,114,31385,677,196277,3.55,15,Monday,23,832,Negative,Macro,False,False,2024,7,July,3,27,7651,3.8726,2.1571,24.3779,Good,3.2289,Afternoon
POST_00064,2024-07-01 16:58:00,Twitter,Retweet,Food,674,246,1959,44952,47,123155,2.34,16,Monday,19,758,Positive,Macro,True,False,2024,7,July,3,27,2926,5.7188,0.1046,6.5092,Average,2.683,Afternoon
POST_04929,2024-07-01 21:36:00,LinkedIn,Document,Lifestyle,1706,102,396,29371,5,110760,1.99,21,Monday,8,1367,Neutral,Macro,True,False,2024,7,July,3,27,2209,2.797,0.017,7.521,Average,1.6402,Night
POST_01128,2024-07-02 03:58:00,Twitter,Tweet,Fashion,649,241,779,25935,10,316762,0.53,3,Tuesday,27,1021,Neutral,Macro,True,False,2024,7,July,3,27,1679,1.0948,0.0386,6.4739,Low,0.552,Late Night
POST_03974,2024-07-02 10:45:00,LinkedIn,Poll,Travel,1535,147,442,1515,292,245472,0.87,10,Tuesday,25,908,Negative,Macro,True,False,2024,7,July,3,27,2416,1.2853,19.2739,159.4719,Low,6.5158,Morning
POST_04784,2024-07-02 22:49:00,Twitter,Thread,Health,1426,75,1297,54262,333,272360,1.03,22,Tuesday,19,131,Positive,Macro,True,False,2024,7,July,3,27,3131,2.0073,0.6137,5.7702,Average,1.1983,Night
POST_01747,2024-07-03 02:31:00,Instagram,Story,Health,9376,494,130,9456,687,392185,2.55,2,Wednesday,16,122,Positive,Macro,True,False,2024,7,July,3,27,10687,2.7421,7.2652,113.0182,Average,4.0222,Late Night
POST_00464,2024-07-03 05:11:00,Facebook,Video,Food,119,262,878,34819,86,28234,4.46,5,Wednesday,5,173,Neutral,Micro,True,False,2024,7,July,3,27,1345,11.6062,0.247,3.8628,Good,5.34,Late Night
POST_00598,2024-07-03 08:44:00,Instagram,Carousel,Sports,1351,242,204,9450,756,115059,1.56,8,Wednesday,15,435,Positive,Macro,True,False,2024,7,July,3,27,2553,2.1267,8.0,27.0159,Average,3.662,Morning
POST_04965,2024-07-03 10:27:00,Facebook,Post,Lifestyle,1417,337,15,52074,307,3693,47.9,10,Wednesday,28,1425,Positive,Nano,True,True,2024,7,July,3,27,2076,57.8235,0.5895,3.9866,Viral,36.6839,Morning
POST_03770,2024-07-03 13:01:00,Instagram,Photo,Technology,8644,335,28,27520,962,261869,3.44,13,Wednesday,0,680,Neutral,Macro,False,False,2024,7,July,3,27,9969,3.5888,3.4956,36.2246,Good,3.5013,Afternoon
POST_03451,2024-07-03 13:50:00,Facebook,Video,Sports,4400,199,380,53384,551,79586,6.26,13,Wednesday,21,356,Neutral,Mid-tier,True,False,2024,7,July,3,27,5530,7.461,1.0321,10.3589,Viral,5.0519,Afternoon
POST_00784,2024-07-03 17:18:00,Twitter,Thread,Entertainment,3226,11,585,11068,391,421673,0.91,17,Wednesday,22,1952,Neutral,Macro,True,False,2024,7,July,3,27,4213,1.1865,3.5327,38.0647,Low,1.7798,Afternoon
POST_02422,2024-07-03 17:25:00,Instagram,Story,Food,3147,256,4,36341,613,166533,2.05,17,Wednesday,2,108,Positive,Macro,True,False,2024,7,July,3,27,4020,2.2044,1.6868,11.0619,Average,1.9874,Afternoon
POST_02654,2024-07-03 19:14:00,Instagram,Photo,Fashion,2171,59,237,8239,33,48112,5.13,19,Wednesday,14,504,Neutral,Micro,True,False,2024,7,July,3,27,2500,6.2353,0.4005,30.3435,Good,4.0427,Evening
POST_04806,2024-07-03 23:06:00,Facebook,Live,Fashion,7744,116,575,55109,552,420123,2.01,23,Wednesday,21,562,Positive,Macro,True,False,2024,7,July,3,27,8987,2.3091,1.0017,16.3077,Average,1.7972,Night
POST_02610,2024-07-04 03:57:00,Instagram,Photo,Entertainment,7741,256,217,29297,619,382906,2.15,3,Thursday,7,1285,Neutral,Macro,True,True,2024,7,July,3,27,8833,2.3254,2.1128,30.1498,Average,2.1915,Late Night
POST_03555,2024-07-05 12:02:00,Instagram,Reel,Gaming,2379,143,88,49141,988,481723,0.54,12,Friday,13,73,Positive,Macro,True,False,2024,7,July,3,27,3598,0.608,2.0105,7.3218,Low,1.0016,Morning
POST_03430,2024-07-05 12:56:00,Facebook,Live,Fashion,4408,289,944,60223,507,289720,1.95,12,Friday,7,31,Positive,Macro,True,True,2024,7,July,3,27,6148,2.6985,0.8419,10.2087,Average,1.8421,Morning
POST_04715,2024-07-05 15:47:00,Facebook,Live,Fitness,3556,198,430,34618,134,28134,14.87,15,Friday,24,565,Positive,Micro,True,False,2024,7,July,3,27,4318,18.6316,0.3871,12.4733,Viral,11.6536,Afternoon
POST_04239,2024-07-05 16:07:00,LinkedIn,Poll,Technology,1062,138,28,16326,17,352750,0.35,16,Friday,11,348,Neutral,Macro,True,True,2024,7,July,3,27,1245,0.4031,0.1041,7.6259,Low,0.2922,Afternoon
POST_02104,2024-07-05 19:42:00,LinkedIn,Article,Business,1846,36,88,18025,186,41475,4.75,19,Friday,8,1715,Positive,Micro,False,False,2024,7,July,3,27,2156,5.2609,1.0319,11.9612,Good,3.7878,Evening
POST_03488,2024-07-06 01:30:00,Instagram,Reel,Fashion,3237,146,198,34057,549,113545,3.15,1,Saturday,2,226,Positive,Macro,True,False,2024,7,July,3,27,4130,3.6311,1.612,12.1267,Good,2.8329,Late Night
POST_00106,2024-07-06 08:29:00,Instagram,Story,Education,371,71,136,12842,985,43751,1.32,8,Saturday,0,569,Positive,Micro,True,False,2024,7,July,3,27,1563,2.105,7.6701,12.171,Average,3.4605,Morning
POST_04167,2024-07-06 14:40:00,Instagram,Story,Sports,5218,403,62,5790,152,77714,7.31,14,Saturday,3,1305,Neutral,Mid-tier,True,True,2024,7,July,3,27,5835,7.9907,2.6252,100.7772,Viral,6.1088,Afternoon
POST_03736,2024-07-06 23:31:00,Facebook,Live,Education,5867,49,733,7846,470,431619,1.54,23,Saturday,15,584,Neutral,Macro,True,True,2024,7,July,3,27,7119,1.8915,5.9903,90.7341,Average,2.9805,Night
POST_01260,2024-07-07 05:40:00,Facebook,Live,Lifestyle,2344,282,92,31974,633,468043,0.58,5,Sunday,13,135,Positive,Macro,True,True,2024,7,July,3,27,3351,0.6803,1.9797,10.4804,Low,1.03,Late Night
POST_03109,2024-07-07 06:35:00,Facebook,Live,Health,237,262,934,37926,790,50611,2.83,6,Sunday,25,438,Positive,Mid-tier,True,False,2024,7,July,3,27,2223,7.0398,2.083,5.8614,Average,3.8688,Late Night
POST_02891,2024-07-07 08:18:00,Twitter,Thread,Lifestyle,4954,47,672,16847,436,242126,2.34,8,Sunday,20,1054,Positive,Macro,True,False,2024,7,July,3,27,6109,2.9175,2.588,36.2616,Average,2.5876,Morning
POST_03417,2024-07-07 20:28:00,Twitter,Tweet,Fitness,1240,110,1888,61635,268,16300,19.87,20,Sunday,6,143,Negative,Micro,True,False,2024,7,July,3,27,3506,43.7028,0.4348,5.6883,Viral,21.1893,Evening
POST_02890,2024-07-08 03:44:00,TikTok,Stitch,Health,13311,699,860,59235,1511,424418,3.5,3,Monday,0,246,Positive,Macro,True,True,2024,7,July,3,28,16381,4.0736,2.5509,27.6543,Good,3.3874,Late Night
POST_04556,2024-07-08 08:31:00,Facebook,Story,Sports,561,341,25,25408,140,270739,0.34,8,Monday,8,1010,Neutral,Macro,False,True,2024,7,July,3,28,1067,0.4868,0.551,4.1995,Low,0.4473,Morning
POST_03047,2024-07-08 11:40:00,Twitter,Thread,Entertainment,3385,238,1935,22663,324,333858,1.66,11,Monday,26,988,Positive,Macro,True,False,2024,7,July,3,28,5882,2.8952,1.4296,25.9542,Average,1.9614,Morning
POST_01618,2024-07-08 11:56:00,LinkedIn,Post,Fitness,917,30,480,17738,197,437850,0.33,11,Monday,18,1615,Positive,Macro,True,True,2024,7,July,3,28,1624,0.552,1.1106,9.1555,Low,0.6308,Morning
POST_03236,2024-07-08 14:43:00,Instagram,Reel,Lifestyle,4311,493,235,22378,442,373979,1.35,14,Monday,2,221,Neutral,Macro,True,True,2024,7,July,3,28,5481,1.6049,1.9752,24.4928,Average,1.614,Afternoon
POST_00979,2024-07-09 00:47:00,Facebook,Post,Sports,4808,185,6,40929,173,400800,1.25,0,Tuesday,4,1514,Neutral,Macro,True,False,2024,7,July,3,28,5172,1.2964,0.4227,12.6365,Average,1.0157,Late Night
POST_00126,2024-07-09 02:38:00,Twitter,Thread,Business,1007,292,539,89365,258,399416,0.46,2,Tuesday,15,1793,Neutral,Macro,True,False,2024,7,July,3,28,2096,0.8032,0.2887,2.3454,Low,0.5116,Late Night
POST_02327,2024-07-09 03:18:00,TikTok,Video,Health,2755,418,1334,183742,1226,240279,1.88,3,Tuesday,29,115,Negative,Macro,False,True,2024,7,July,3,28,5733,3.1601,0.6672,3.1201,Average,1.9002,Late Night
POST_02517,2024-07-09 06:32:00,Instagram,Carousel,Food,8726,173,292,25321,275,480526,1.91,6,Tuesday,21,1711,Neutral,Macro,True,False,2024,7,July,3,28,9466,2.0702,1.0861,37.384,Average,1.7109,Late Night
POST_04966,2024-07-09 11:15:00,Instagram,Photo,Education,3044,405,199,1275,856,303630,1.2,11,Tuesday,20,655,Neutral,Macro,True,False,2024,7,July,3,28,4504,1.4659,67.1373,353.2549,Average,21.061,Morning
POST_01941,2024-07-10 05:47:00,Instagram,Story,Sports,6582,420,273,26082,722,50366,14.44,5,Wednesday,4,908,Neutral,Mid-tier,True,False,2024,7,July,3,28,7997,16.3619,2.7682,30.661,Viral,11.515,Late Night
POST_03561,2024-07-10 06:11:00,Twitter,Poll,Gaming,1603,277,1994,42842,167,117766,3.29,6,Wednesday,26,521,Neutral,Macro,True,True,2024,7,July,3,28,4041,6.9111,0.3898,9.4323,Good,3.5063,Late Night
POST_01289,2024-07-10 10:53:00,Instagram,Story,Travel,7350,104,173,36114,128,287449,2.65,10,Wednesday,16,1701,Positive,Macro,True,False,2024,7,July,3,28,7755,2.8099,0.3544,21.4737,Average,2.0093,Morning
POST_02375,2024-07-10 17:22:00,LinkedIn,Poll,Technology,815,107,22,1943,14,442808,0.21,17,Wednesday,4,1329,Positive,Macro,True,False,2024,7,July,3,28,958,0.2473,0.7205,49.3052,Low,0.3743,Afternoon
POST_00751,2024-07-10 21:42:00,Instagram,Photo,Gaming,1453,459,82,29876,558,369387,0.54,21,Wednesday,26,114,Negative,Macro,True,True,2024,7,July,3,28,2552,0.7085,1.8677,8.542,Low,0.9889,Night
POST_02320,2024-07-11 02:11:00,Twitter,Thread,Fashion,1701,254,676,8004,53,428072,0.61,2,Thursday,8,646,Positive,Macro,True,False,2024,7,July,3,28,2684,0.9898,0.6622,33.5332,Low,0.7396,Late Night
POST_04409,2024-07-11 04:19:00,Twitter,Poll,Fashion,1921,68,1219,90526,47,304264,1.05,4,Thursday,14,936,Neutral,Macro,True,False,2024,7,July,3,28,3255,1.878,0.0519,3.5957,Average,0.999,Late Night
POST_04846,2024-07-11 13:44:00,Twitter,Retweet,Education,1617,44,1951,93911,100,355481,1.02,13,Thursday,8,317,Negative,Macro,True,True,2024,7,July,3,28,3712,2.1261,0.1065,3.9527,Average,1.0778,Afternoon
POST_04019,2024-07-11 13:49:00,Twitter,Poll,Business,1620,271,1615,45449,444,157620,2.22,13,Thursday,25,1963,Negative,Macro,True,True,2024,7,July,3,28,3950,4.4455,0.9769,8.6911,Average,2.5147,Afternoon
POST_01543,2024-07-11 15:34:00,Facebook,Live,Sports,2936,61,825,66643,344,472811,0.81,15,Thursday,22,309,Negative,Macro,False,False,2024,7,July,3,28,4166,1.1702,0.5162,6.2512,Low,0.8299,Afternoon
POST_02130,2024-07-12 00:45:00,Twitter,Thread,Travel,1093,229,1979,57776,14,143400,2.3,0,Friday,22,1719,Positive,Macro,True,False,2024,7,July,3,28,3315,5.2217,0.0242,5.7377,Average,2.4938,Late Night
